id,trial,subject_id,cond1,cond2,cond3,cond4,cond5,gender,age,specialty,degree,practice_type,years_practice,hours,responder,dv,cond
28,5,156,Antibiotics unpacked,Narrow unpacked,grouping on top,OTC block first,regular ordering,female,37,Internal medicine,NP,FQHC,6,36,responders,1,0
28,6,156,Antibiotics unpacked,Narrow unpacked,grouping on top,OTC block first,regular ordering,female,37,Internal medicine,NP,FQHC,6,36,responders,1,0
28,7,156,Antibiotics unpacked,Narrow unpacked,grouping on top,OTC block first,regular ordering,female,37,Internal medicine,NP,FQHC,6,36,responders,1,0
29,1,157,Antibiotics unpacked,Broad unpacked,grouping on bottom,OTC block first,reverse ordering,female,47,Family medicine,PA,FQHC,21,24,responders,0,1
29,2,157,Antibiotics unpacked,Broad unpacked,grouping on bottom,OTC block first,reverse ordering,female,47,Family medicine,PA,FQHC,21,24,responders,1,1
29,3,157,Antibiotics unpacked,Broad unpacked,grouping on bottom,OTC block first,reverse ordering,female,47,Family medicine,PA,FQHC,21,24,responders,0,1
29,4,157,Antibiotics unpacked,Broad unpacked,grouping on bottom,OTC block first,reverse ordering,female,47,Family medicine,PA,FQHC,21,24,responders,1,1
29,5,157,Antibiotics unpacked,Broad unpacked,grouping on bottom,OTC block first,reverse ordering,female,47,Family medicine,PA,FQHC,21,24,responders,1,1
29,6,157,Antibiotics unpacked,Broad unpacked,grouping on bottom,OTC block first,reverse ordering,female,47,Family medicine,PA,FQHC,21,24,responders,1,1
29,7,157,Antibiotics unpacked,Broad unpacked,grouping on bottom,OTC block first,reverse ordering,female,47,Family medicine,PA,FQHC,21,24,responders,1,1
30,1,160,OTC unpacked,Narrow unpacked,grouping on bottom,OTC block first,regular ordering,female,58,Other,NP,FQHC,15,32,responders,0,0
30,2,160,OTC unpacked,Narrow unpacked,grouping on bottom,OTC block first,regular ordering,female,58,Other,NP,FQHC,15,32,responders,0,0
30,3,160,OTC unpacked,Narrow unpacked,grouping on bottom,OTC block first,regular ordering,female,58,Other,NP,FQHC,15,32,responders,0,0
30,4,160,OTC unpacked,Narrow unpacked,grouping on bottom,OTC block first,regular ordering,female,58,Other,NP,FQHC,15,32,responders,0,0
30,5,160,OTC unpacked,Narrow unpacked,grouping on bottom,OTC block first,regular ordering,female,58,Other,NP,FQHC,15,32,responders,0,0
30,6,160,OTC unpacked,Narrow unpacked,grouping on bottom,OTC block first,regular ordering,female,58,Other,NP,FQHC,15,32,responders,1,0
30,7,160,OTC unpacked,Narrow unpacked,grouping on bottom,OTC block first,regular ordering,female,58,Other,NP,FQHC,15,32,responders,0,0
31,1,162,OTC unpacked,Broad unpacked,grouping on top,OTC block first,regular ordering,male,59,Family medicine,MD,Private,31,50,responders,0,0
31,2,162,OTC unpacked,Broad unpacked,grouping on top,OTC block first,regular ordering,male,59,Family medicine,MD,Private,31,50,responders,0,0
31,3,162,OTC unpacked,Broad unpacked,grouping on top,OTC block first,regular ordering,male,59,Family medicine,MD,Private,31,50,responders,0,0
31,4,162,OTC unpacked,Broad unpacked,grouping on top,OTC block first,regular ordering,male,59,Family medicine,MD,Private,31,50,responders,0,1
31,5,162,OTC unpacked,Broad unpacked,grouping on top,OTC block first,regular ordering,male,59,Family medicine,MD,Private,31,50,responders,0,1
31,6,162,OTC unpacked,Broad unpacked,grouping on top,OTC block first,regular ordering,male,59,Family medicine,MD,Private,31,50,responders,0,1
31,7,162,OTC unpacked,Broad unpacked,grouping on top,OTC block first,regular ordering,male,59,Family medicine,MD,Private,31,50,responders,0,1
32,1,163,OTC unpacked,Narrow unpacked,grouping on top,OTC block second,regular ordering,male,47,Family medicine,MD,Private,18,32,responders,0,0
32,2,163,OTC unpacked,Narrow unpacked,grouping on top,OTC block second,regular ordering,male,47,Family medicine,MD,Private,18,32,responders,0,0
32,3,163,OTC unpacked,Narrow unpacked,grouping on top,OTC block second,regular ordering,male,47,Family medicine,MD,Private,18,32,responders,0,0
32,4,163,OTC unpacked,Narrow unpacked,grouping on top,OTC block second,regular ordering,male,47,Family medicine,MD,Private,18,32,responders,0,0
32,5,163,OTC unpacked,Narrow unpacked,grouping on top,OTC block second,regular ordering,male,47,Family medicine,MD,Private,18,32,responders,0,0
32,6,163,OTC unpacked,Narrow unpacked,grouping on top,OTC block second,regular ordering,male,47,Family medicine,MD,Private,18,32,responders,1,0
32,7,163,OTC unpacked,Narrow unpacked,grouping on top,OTC block second,regular ordering,male,47,Family medicine,MD,Private,18,32,responders,0,0
33,1,165,OTC unpacked,Narrow unpacked,grouping on top,OTC block first,regular ordering,female,33,Family medicine,MD,Private,4,24,responders,0,0
33,2,165,OTC unpacked,Narrow unpacked,grouping on top,OTC block first,regular ordering,female,33,Family medicine,MD,Private,4,24,responders,0,0
33,3,165,OTC unpacked,Narrow unpacked,grouping on top,OTC block first,regular ordering,female,33,Family medicine,MD,Private,4,24,responders,0,0
33,4,165,OTC unpacked,Narrow unpacked,grouping on top,OTC block first,regular ordering,female,33,Family medicine,MD,Private,4,24,responders,0,0
33,5,165,OTC unpacked,Narrow unpacked,grouping on top,OTC block first,regular ordering,female,33,Family medicine,MD,Private,4,24,responders,1,0
33,6,165,OTC unpacked,Narrow unpacked,grouping on top,OTC block first,regular ordering,female,33,Family medicine,MD,Private,4,24,responders,1,0
33,7,165,OTC unpacked,Narrow unpacked,grouping on top,OTC block first,regular ordering,female,33,Family medicine,MD,Private,4,24,responders,1,0
34,1,168,Antibiotics unpacked,Narrow unpacked,grouping on bottom,OTC block first,regular ordering,female,51,Family medicine,MD,Private,23,45,responders,1,1
34,2,168,Antibiotics unpacked,Narrow unpacked,grouping on bottom,OTC block first,regular ordering,female,51,Family medicine,MD,Private,23,45,responders,1,1
34,3,168,Antibiotics unpacked,Narrow unpacked,grouping on bottom,OTC block first,regular ordering,female,51,Family medicine,MD,Private,23,45,responders,0,1
34,4,168,Antibiotics unpacked,Narrow unpacked,grouping on bottom,OTC block first,regular ordering,female,51,Family medicine,MD,Private,23,45,responders,0,0
34,5,168,Antibiotics unpacked,Narrow unpacked,grouping on bottom,OTC block first,regular ordering,female,51,Family medicine,MD,Private,23,45,responders,1,0
34,6,168,Antibiotics unpacked,Narrow unpacked,grouping on bottom,OTC block first,regular ordering,female,51,Family medicine,MD,Private,23,45,responders,1,0
34,7,168,Antibiotics unpacked,Narrow unpacked,grouping on bottom,OTC block first,regular ordering,female,51,Family medicine,MD,Private,23,45,responders,1,0
35,1,169,Antibiotics unpacked,Narrow unpacked,grouping on top,OTC block first,reverse ordering,male,28,Family medicine,MD,Private,15,40,responders,0,1
35,2,169,Antibiotics unpacked,Narrow unpacked,grouping on top,OTC block first,reverse ordering,male,28,Family medicine,MD,Private,15,40,responders,1,1
35,3,169,Antibiotics unpacked,Narrow unpacked,grouping on top,OTC block first,reverse ordering,male,28,Family medicine,MD,Private,15,40,responders,0,1
35,4,169,Antibiotics unpacked,Narrow unpacked,grouping on top,OTC block first,reverse ordering,male,28,Family medicine,MD,Private,15,40,responders,0,0
35,5,169,Antibiotics unpacked,Narrow unpacked,grouping on top,OTC block first,reverse ordering,male,28,Family medicine,MD,Private,15,40,responders,0,0
35,6,169,Antibiotics unpacked,Narrow unpacked,grouping on top,OTC block first,reverse ordering,male,28,Family medicine,MD,Private,15,40,responders,1,0
35,7,169,Antibiotics unpacked,Narrow unpacked,grouping on top,OTC block first,reverse ordering,male,28,Family medicine,MD,Private,15,40,responders,0,0
36,1,170,Antibiotics unpacked,Broad unpacked,grouping on top,OTC block first,regular ordering,female,36,Family medicine,MD,Private,6,45,responders,1,1
36,2,170,Antibiotics unpacked,Broad unpacked,grouping on top,OTC block first,regular ordering,female,36,Family medicine,MD,Private,6,45,responders,1,1
36,3,170,Antibiotics unpacked,Broad unpacked,grouping on top,OTC block first,regular ordering,female,36,Family medicine,MD,Private,6,45,responders,0,1
36,4,170,Antibiotics unpacked,Broad unpacked,grouping on top,OTC block first,regular ordering,female,36,Family medicine,MD,Private,6,45,responders,1,1
36,5,170,Antibiotics unpacked,Broad unpacked,grouping on top,OTC block first,regular ordering,female,36,Family medicine,MD,Private,6,45,responders,0,1
36,6,170,Antibiotics unpacked,Broad unpacked,grouping on top,OTC block first,regular ordering,female,36,Family medicine,MD,Private,6,45,responders,1,1
36,7,170,Antibiotics unpacked,Broad unpacked,grouping on top,OTC block first,regular ordering,female,36,Family medicine,MD,Private,6,45,responders,1,1
37,1,172,Antibiotics unpacked,Broad unpacked,grouping on bottom,OTC block second,reverse ordering,male,37,Family medicine,MD,Private,8,27,responders,0,1
37,2,172,Antibiotics unpacked,Broad unpacked,grouping on bottom,OTC block second,reverse ordering,male,37,Family medicine,MD,Private,8,27,responders,1,1
37,3,172,Antibiotics unpacked,Broad unpacked,grouping on bottom,OTC block second,reverse ordering,male,37,Family medicine,MD,Private,8,27,responders,0,1
37,4,172,Antibiotics unpacked,Broad unpacked,grouping on bottom,OTC block second,reverse ordering,male,37,Family medicine,MD,Private,8,27,responders,1,1
37,5,172,Antibiotics unpacked,Broad unpacked,grouping on bottom,OTC block second,reverse ordering,male,37,Family medicine,MD,Private,8,27,responders,1,1
37,6,172,Antibiotics unpacked,Broad unpacked,grouping on bottom,OTC block second,reverse ordering,male,37,Family medicine,MD,Private,8,27,responders,1,1
37,7,172,Antibiotics unpacked,Broad unpacked,grouping on bottom,OTC block second,reverse ordering,male,37,Family medicine,MD,Private,8,27,responders,0,1
38,1,174,OTC unpacked,Narrow unpacked,grouping on top,OTC block second,regular ordering,female,42,Family medicine,MD,Private,13,30,responders,0,0
38,2,174,OTC unpacked,Narrow unpacked,grouping on top,OTC block second,regular ordering,female,42,Family medicine,MD,Private,13,30,responders,1,0
38,3,174,OTC unpacked,Narrow unpacked,grouping on top,OTC block second,regular ordering,female,42,Family medicine,MD,Private,13,30,responders,0,0
38,4,174,OTC unpacked,Narrow unpacked,grouping on top,OTC block second,regular ordering,female,42,Family medicine,MD,Private,13,30,responders,0,0
38,5,174,OTC unpacked,Narrow unpacked,grouping on top,OTC block second,regular ordering,female,42,Family medicine,MD,Private,13,30,responders,0,0
38,6,174,OTC unpacked,Narrow unpacked,grouping on top,OTC block second,regular ordering,female,42,Family medicine,MD,Private,13,30,responders,1,0
38,7,174,OTC unpacked,Narrow unpacked,grouping on top,OTC block second,regular ordering,female,42,Family medicine,MD,Private,13,30,responders,0,0
39,1,175,Antibiotics unpacked,Broad unpacked,grouping on top,OTC block first,regular ordering,female,43,Family medicine,MD,Private,14,30,responders,0,1
39,2,175,Antibiotics unpacked,Broad unpacked,grouping on top,OTC block first,regular ordering,female,43,Family medicine,MD,Private,14,30,responders,1,1
39,3,175,Antibiotics unpacked,Broad unpacked,grouping on top,OTC block first,regular ordering,female,43,Family medicine,MD,Private,14,30,responders,0,1
39,4,175,Antibiotics unpacked,Broad unpacked,grouping on top,OTC block first,regular ordering,female,43,Family medicine,MD,Private,14,30,responders,0,1
39,5,175,Antibiotics unpacked,Broad unpacked,grouping on top,OTC block first,regular ordering,female,43,Family medicine,MD,Private,14,30,responders,0,1
39,6,175,Antibiotics unpacked,Broad unpacked,grouping on top,OTC block first,regular ordering,female,43,Family medicine,MD,Private,14,30,responders,1,1
39,7,175,Antibiotics unpacked,Broad unpacked,grouping on top,OTC block first,regular ordering,female,43,Family medicine,MD,Private,14,30,responders,0,1
40,1,177,Antibiotics unpacked,Broad unpacked,grouping on top,OTC block first,reverse ordering,female,44,Family medicine,MD,Academic,16,32,responders,0,1
40,2,177,Antibiotics unpacked,Broad unpacked,grouping on top,OTC block first,reverse ordering,female,44,Family medicine,MD,Academic,16,32,responders,1,1
40,3,177,Antibiotics unpacked,Broad unpacked,grouping on top,OTC block first,reverse ordering,female,44,Family medicine,MD,Academic,16,32,responders,0,1
40,4,177,Antibiotics unpacked,Broad unpacked,grouping on top,OTC block first,reverse ordering,female,44,Family medicine,MD,Academic,16,32,responders,1,1
40,5,177,Antibiotics unpacked,Broad unpacked,grouping on top,OTC block first,reverse ordering,female,44,Family medicine,MD,Academic,16,32,responders,0,1
40,6,177,Antibiotics unpacked,Broad unpacked,grouping on top,OTC block first,reverse ordering,female,44,Family medicine,MD,Academic,16,32,responders,0,1
40,7,177,Antibiotics unpacked,Broad unpacked,grouping on top,OTC block first,reverse ordering,female,44,Family medicine,MD,Academic,16,32,responders,0,1
41,1,178,Antibiotics unpacked,Narrow unpacked,grouping on bottom,OTC block first,regular ordering,female,49,Family medicine,MD,Academic,19,35,responders,1,1
41,2,178,Antibiotics unpacked,Narrow unpacked,grouping on bottom,OTC block first,regular ordering,female,49,Family medicine,MD,Academic,19,35,responders,1,1
41,3,178,Antibiotics unpacked,Narrow unpacked,grouping on bottom,OTC block first,regular ordering,female,49,Family medicine,MD,Academic,19,35,responders,0,1
41,4,178,Antibiotics unpacked,Narrow unpacked,grouping on bottom,OTC block first,regular ordering,female,49,Family medicine,MD,Academic,19,35,responders,0,0
41,5,178,Antibiotics unpacked,Narrow unpacked,grouping on bottom,OTC block first,regular ordering,female,49,Family medicine,MD,Academic,19,35,responders,1,0
41,6,178,Antibiotics unpacked,Narrow unpacked,grouping on bottom,OTC block first,regular ordering,female,49,Family medicine,MD,Academic,19,35,responders,0,0
41,7,178,Antibiotics unpacked,Narrow unpacked,grouping on bottom,OTC block first,regular ordering,female,49,Family medicine,MD,Academic,19,35,responders,0,0
42,1,179,Antibiotics unpacked,Broad unpacked,grouping on top,OTC block second,reverse ordering,male,54,Family medicine,MD,Academic,23,8,responders,0,1
42,2,179,Antibiotics unpacked,Broad unpacked,grouping on top,OTC block second,reverse ordering,male,54,Family medicine,MD,Academic,23,8,responders,1,1
42,3,179,Antibiotics unpacked,Broad unpacked,grouping on top,OTC block second,reverse ordering,male,54,Family medicine,MD,Academic,23,8,responders,0,1
42,4,179,Antibiotics unpacked,Broad unpacked,grouping on top,OTC block second,reverse ordering,male,54,Family medicine,MD,Academic,23,8,responders,0,1
42,5,179,Antibiotics unpacked,Broad unpacked,grouping on top,OTC block second,reverse ordering,male,54,Family medicine,MD,Academic,23,8,responders,0,1
42,6,179,Antibiotics unpacked,Broad unpacked,grouping on top,OTC block second,reverse ordering,male,54,Family medicine,MD,Academic,23,8,responders,1,1
42,7,179,Antibiotics unpacked,Broad unpacked,grouping on top,OTC block second,reverse ordering,male,54,Family medicine,MD,Academic,23,8,responders,0,1
43,1,180,OTC unpacked,Narrow unpacked,grouping on bottom,OTC block second,regular ordering,female,47,Family medicine,MD,Academic,17,16,responders,0,0
43,2,180,OTC unpacked,Narrow unpacked,grouping on bottom,OTC block second,regular ordering,female,47,Family medicine,MD,Academic,17,16,responders,1,0
43,3,180,OTC unpacked,Narrow unpacked,grouping on bottom,OTC block second,regular ordering,female,47,Family medicine,MD,Academic,17,16,responders,0,0
43,4,180,OTC unpacked,Narrow unpacked,grouping on bottom,OTC block second,regular ordering,female,47,Family medicine,MD,Academic,17,16,responders,0,0
43,5,180,OTC unpacked,Narrow unpacked,grouping on bottom,OTC block second,regular ordering,female,47,Family medicine,MD,Academic,17,16,responders,1,0
43,6,180,OTC unpacked,Narrow unpacked,grouping on bottom,OTC block second,regular ordering,female,47,Family medicine,MD,Academic,17,16,responders,1,0
43,7,180,OTC unpacked,Narrow unpacked,grouping on bottom,OTC block second,regular ordering,female,47,Family medicine,MD,Academic,17,16,responders,0,0
44,1,181,OTC unpacked,Broad unpacked,grouping on bottom,OTC block first,regular ordering,male,50,Family medicine,MD,Academic,18,20,responders,0,0
44,2,181,OTC unpacked,Broad unpacked,grouping on bottom,OTC block first,regular ordering,male,50,Family medicine,MD,Academic,18,20,responders,1,0
44,3,181,OTC unpacked,Broad unpacked,grouping on bottom,OTC block first,regular ordering,male,50,Family medicine,MD,Academic,18,20,responders,0,0
44,4,181,OTC unpacked,Broad unpacked,grouping on bottom,OTC block first,regular ordering,male,50,Family medicine,MD,Academic,18,20,responders,0,1
44,5,181,OTC unpacked,Broad unpacked,grouping on bottom,OTC block first,regular ordering,male,50,Family medicine,MD,Academic,18,20,responders,1,1
44,6,181,OTC unpacked,Broad unpacked,grouping on bottom,OTC block first,regular ordering,male,50,Family medicine,MD,Academic,18,20,responders,0,1
44,7,181,OTC unpacked,Broad unpacked,grouping on bottom,OTC block first,regular ordering,male,50,Family medicine,MD,Academic,18,20,responders,0,1
45,1,182,OTC unpacked,Narrow unpacked,grouping on bottom,OTC block first,reverse ordering,male,44,Family medicine,MD,Academic,18,43,responders,0,0
45,2,182,OTC unpacked,Narrow unpacked,grouping on bottom,OTC block first,reverse ordering,male,44,Family medicine,MD,Academic,18,43,responders,1,0
45,3,182,OTC unpacked,Narrow unpacked,grouping on bottom,OTC block first,reverse ordering,male,44,Family medicine,MD,Academic,18,43,responders,0,0
45,4,182,OTC unpacked,Narrow unpacked,grouping on bottom,OTC block first,reverse ordering,male,44,Family medicine,MD,Academic,18,43,responders,0,0
45,5,182,OTC unpacked,Narrow unpacked,grouping on bottom,OTC block first,reverse ordering,male,44,Family medicine,MD,Academic,18,43,responders,1,0
45,6,182,OTC unpacked,Narrow unpacked,grouping on bottom,OTC block first,reverse ordering,male,44,Family medicine,MD,Academic,18,43,responders,0,0
45,7,182,OTC unpacked,Narrow unpacked,grouping on bottom,OTC block first,reverse ordering,male,44,Family medicine,MD,Academic,18,43,responders,1,0
46,1,183,OTC unpacked,Broad unpacked,grouping on bottom,OTC block second,reverse ordering,male,56,Family medicine,MD,Academic,27,4,responders,0,0
46,2,183,OTC unpacked,Broad unpacked,grouping on bottom,OTC block second,reverse ordering,male,56,Family medicine,MD,Academic,27,4,responders,0,0
46,3,183,OTC unpacked,Broad unpacked,grouping on bottom,OTC block second,reverse ordering,male,56,Family medicine,MD,Academic,27,4,responders,0,0
46,4,183,OTC unpacked,Broad unpacked,grouping on bottom,OTC block second,reverse ordering,male,56,Family medicine,MD,Academic,27,4,responders,0,1
46,5,183,OTC unpacked,Broad unpacked,grouping on bottom,OTC block second,reverse ordering,male,56,Family medicine,MD,Academic,27,4,responders,0,1
46,6,183,OTC unpacked,Broad unpacked,grouping on bottom,OTC block second,reverse ordering,male,56,Family medicine,MD,Academic,27,4,responders,1,1
46,7,183,OTC unpacked,Broad unpacked,grouping on bottom,OTC block second,reverse ordering,male,56,Family medicine,MD,Academic,27,4,responders,1,1
47,1,184,Antibiotics unpacked,Narrow unpacked,grouping on bottom,OTC block second,reverse ordering,female,41,Family medicine,MD,Academic,12,30,responders,1,1
47,2,184,Antibiotics unpacked,Narrow unpacked,grouping on bottom,OTC block second,reverse ordering,female,41,Family medicine,MD,Academic,12,30,responders,,1
47,3,184,Antibiotics unpacked,Narrow unpacked,grouping on bottom,OTC block second,reverse ordering,female,41,Family medicine,MD,Academic,12,30,responders,1,1
47,4,184,Antibiotics unpacked,Narrow unpacked,grouping on bottom,OTC block second,reverse ordering,female,41,Family medicine,MD,Academic,12,30,responders,0,0
47,5,184,Antibiotics unpacked,Narrow unpacked,grouping on bottom,OTC block second,reverse ordering,female,41,Family medicine,MD,Academic,12,30,responders,0,0
47,6,184,Antibiotics unpacked,Narrow unpacked,grouping on bottom,OTC block second,reverse ordering,female,41,Family medicine,MD,Academic,12,30,responders,0,0
47,7,184,Antibiotics unpacked,Narrow unpacked,grouping on bottom,OTC block second,reverse ordering,female,41,Family medicine,MD,Academic,12,30,responders,0,0
48,1,185,OTC unpacked,Narrow unpacked,grouping on top,OTC block first,regular ordering,male,37,Family medicine,MD,Academic,6,20,responders,0,0
48,2,185,OTC unpacked,Narrow unpacked,grouping on top,OTC block first,regular ordering,male,37,Family medicine,MD,Academic,6,20,responders,0,0
48,3,185,OTC unpacked,Narrow unpacked,grouping on top,OTC block first,regular ordering,male,37,Family medicine,MD,Academic,6,20,responders,0,0
48,4,185,OTC unpacked,Narrow unpacked,grouping on top,OTC block first,regular ordering,male,37,Family medicine,MD,Academic,6,20,responders,0,0
48,5,185,OTC unpacked,Narrow unpacked,grouping on top,OTC block first,regular ordering,male,37,Family medicine,MD,Academic,6,20,responders,0,0
48,6,185,OTC unpacked,Narrow unpacked,grouping on top,OTC block first,regular ordering,male,37,Family medicine,MD,Academic,6,20,responders,1,0
48,7,185,OTC unpacked,Narrow unpacked,grouping on top,OTC block first,regular ordering,male,37,Family medicine,MD,Academic,6,20,responders,0,0
49,1,186,Antibiotics unpacked,Narrow unpacked,grouping on bottom,OTC block second,regular ordering,female,49,Family medicine,MD,Academic,20,20,responders,0,1
49,2,186,Antibiotics unpacked,Narrow unpacked,grouping on bottom,OTC block second,regular ordering,female,49,Family medicine,MD,Academic,20,20,responders,,1
49,3,186,Antibiotics unpacked,Narrow unpacked,grouping on bottom,OTC block second,regular ordering,female,49,Family medicine,MD,Academic,20,20,responders,0,1
49,4,186,Antibiotics unpacked,Narrow unpacked,grouping on bottom,OTC block second,regular ordering,female,49,Family medicine,MD,Academic,20,20,responders,0,0
49,5,186,Antibiotics unpacked,Narrow unpacked,grouping on bottom,OTC block second,regular ordering,female,49,Family medicine,MD,Academic,20,20,responders,0,0
49,6,186,Antibiotics unpacked,Narrow unpacked,grouping on bottom,OTC block second,regular ordering,female,49,Family medicine,MD,Academic,20,20,responders,0,0
49,7,186,Antibiotics unpacked,Narrow unpacked,grouping on bottom,OTC block second,regular ordering,female,49,Family medicine,MD,Academic,20,20,responders,1,0
50,1,187,Antibiotics unpacked,Narrow unpacked,grouping on top,OTC block second,regular ordering,male,49,Family medicine,MD,Academic,20,16,responders,1,1
50,2,187,Antibiotics unpacked,Narrow unpacked,grouping on top,OTC block second,regular ordering,male,49,Family medicine,MD,Academic,20,16,responders,1,1
50,3,187,Antibiotics unpacked,Narrow unpacked,grouping on top,OTC block second,regular ordering,male,49,Family medicine,MD,Academic,20,16,responders,0,1
50,4,187,Antibiotics unpacked,Narrow unpacked,grouping on top,OTC block second,regular ordering,male,49,Family medicine,MD,Academic,20,16,responders,0,0
50,5,187,Antibiotics unpacked,Narrow unpacked,grouping on top,OTC block second,regular ordering,male,49,Family medicine,MD,Academic,20,16,responders,0,0
50,6,187,Antibiotics unpacked,Narrow unpacked,grouping on top,OTC block second,regular ordering,male,49,Family medicine,MD,Academic,20,16,responders,0,0
50,7,187,Antibiotics unpacked,Narrow unpacked,grouping on top,OTC block second,regular ordering,male,49,Family medicine,MD,Academic,20,16,responders,0,0
51,1,188,Antibiotics unpacked,Broad unpacked,grouping on top,OTC block second,regular ordering,female,47,Family medicine,MD,Academic,18,16,responders,0,1
51,2,188,Antibiotics unpacked,Broad unpacked,grouping on top,OTC block second,regular ordering,female,47,Family medicine,MD,Academic,18,16,responders,0,1
51,3,188,Antibiotics unpacked,Broad unpacked,grouping on top,OTC block second,regular ordering,female,47,Family medicine,MD,Academic,18,16,responders,0,1
51,4,188,Antibiotics unpacked,Broad unpacked,grouping on top,OTC block second,regular ordering,female,47,Family medicine,MD,Academic,18,16,responders,0,1
51,5,188,Antibiotics unpacked,Broad unpacked,grouping on top,OTC block second,regular ordering,female,47,Family medicine,MD,Academic,18,16,responders,1,1
51,6,188,Antibiotics unpacked,Broad unpacked,grouping on top,OTC block second,regular ordering,female,47,Family medicine,MD,Academic,18,16,responders,0,1
51,7,188,Antibiotics unpacked,Broad unpacked,grouping on top,OTC block second,regular ordering,female,47,Family medicine,MD,Academic,18,16,responders,1,1
52,1,189,OTC unpacked,Broad unpacked,grouping on top,OTC block second,regular ordering,male,38,Family medicine,MD,Academic,8,20,responders,0,0
52,2,189,OTC unpacked,Broad unpacked,grouping on top,OTC block second,regular ordering,male,38,Family medicine,MD,Academic,8,20,responders,1,0
52,3,189,OTC unpacked,Broad unpacked,grouping on top,OTC block second,regular ordering,male,38,Family medicine,MD,Academic,8,20,responders,0,0
52,4,189,OTC unpacked,Broad unpacked,grouping on top,OTC block second,regular ordering,male,38,Family medicine,MD,Academic,8,20,responders,0,1
52,5,189,OTC unpacked,Broad unpacked,grouping on top,OTC block second,regular ordering,male,38,Family medicine,MD,Academic,8,20,responders,0,1
52,6,189,OTC unpacked,Broad unpacked,grouping on top,OTC block second,regular ordering,male,38,Family medicine,MD,Academic,8,20,responders,0,1
52,7,189,OTC unpacked,Broad unpacked,grouping on top,OTC block second,regular ordering,male,38,Family medicine,MD,Academic,8,20,responders,1,1
53,1,191,Antibiotics unpacked,Narrow unpacked,grouping on top,OTC block second,reverse ordering,female,41,Family medicine,MD,Academic,10,20,responders,0,1
53,2,191,Antibiotics unpacked,Narrow unpacked,grouping on top,OTC block second,reverse ordering,female,41,Family medicine,MD,Academic,10,20,responders,1,1
53,3,191,Antibiotics unpacked,Narrow unpacked,grouping on top,OTC block second,reverse ordering,female,41,Family medicine,MD,Academic,10,20,responders,0,1
53,4,191,Antibiotics unpacked,Narrow unpacked,grouping on top,OTC block second,reverse ordering,female,41,Family medicine,MD,Academic,10,20,responders,0,0
53,5,191,Antibiotics unpacked,Narrow unpacked,grouping on top,OTC block second,reverse ordering,female,41,Family medicine,MD,Academic,10,20,responders,1,0
53,6,191,Antibiotics unpacked,Narrow unpacked,grouping on top,OTC block second,reverse ordering,female,41,Family medicine,MD,Academic,10,20,responders,0,0
53,7,191,Antibiotics unpacked,Narrow unpacked,grouping on top,OTC block second,reverse ordering,female,41,Family medicine,MD,Academic,10,20,responders,0,0
54,1,192,OTC unpacked,Broad unpacked,grouping on top,OTC block second,regular ordering,female,39,Family medicine,MD,Academic,8,8,responders,0,0
54,2,192,OTC unpacked,Broad unpacked,grouping on top,OTC block second,regular ordering,female,39,Family medicine,MD,Academic,8,8,responders,1,0
54,3,192,OTC unpacked,Broad unpacked,grouping on top,OTC block second,regular ordering,female,39,Family medicine,MD,Academic,8,8,responders,0,0
54,4,192,OTC unpacked,Broad unpacked,grouping on top,OTC block second,regular ordering,female,39,Family medicine,MD,Academic,8,8,responders,0,1
54,5,192,OTC unpacked,Broad unpacked,grouping on top,OTC block second,regular ordering,female,39,Family medicine,MD,Academic,8,8,responders,0,1
54,6,192,OTC unpacked,Broad unpacked,grouping on top,OTC block second,regular ordering,female,39,Family medicine,MD,Academic,8,8,responders,0,1
54,7,192,OTC unpacked,Broad unpacked,grouping on top,OTC block second,regular ordering,female,39,Family medicine,MD,Academic,8,8,responders,1,1
55,1,193,Antibiotics unpacked,Broad unpacked,grouping on top,OTC block first,reverse ordering,female,49,Family medicine,MD,Academic,20,15,responders,0,1
55,2,193,Antibiotics unpacked,Broad unpacked,grouping on top,OTC block first,reverse ordering,female,49,Family medicine,MD,Academic,20,15,responders,1,1
55,3,193,Antibiotics unpacked,Broad unpacked,grouping on top,OTC block first,reverse ordering,female,49,Family medicine,MD,Academic,20,15,responders,0,1
55,4,193,Antibiotics unpacked,Broad unpacked,grouping on top,OTC block first,reverse ordering,female,49,Family medicine,MD,Academic,20,15,responders,0,1
55,5,193,Antibiotics unpacked,Broad unpacked,grouping on top,OTC block first,reverse ordering,female,49,Family medicine,MD,Academic,20,15,responders,0,1
55,6,193,Antibiotics unpacked,Broad unpacked,grouping on top,OTC block first,reverse ordering,female,49,Family medicine,MD,Academic,20,15,responders,0,1
55,7,193,Antibiotics unpacked,Broad unpacked,grouping on top,OTC block first,reverse ordering,female,49,Family medicine,MD,Academic,20,15,responders,0,1
56,1,195,OTC unpacked,Narrow unpacked,grouping on top,OTC block first,reverse ordering,female,35,Family medicine,MD,Academic,6,8,responders,0,0
56,2,195,OTC unpacked,Narrow unpacked,grouping on top,OTC block first,reverse ordering,female,35,Family medicine,MD,Academic,6,8,responders,1,0
56,3,195,OTC unpacked,Narrow unpacked,grouping on top,OTC block first,reverse ordering,female,35,Family medicine,MD,Academic,6,8,responders,0,0
56,4,195,OTC unpacked,Narrow unpacked,grouping on top,OTC block first,reverse ordering,female,35,Family medicine,MD,Academic,6,8,responders,1,0
